Accession,Accession_all,Peptide count,Peptides used for quantitation,Confidence score,Anova (p),Max fold change,Highest mean condition,Lowest mean condition,Description,WT Cntl 1,WT Cntl 2,WT Cntl 3,WT Cntl 4,WT cold 1,WT cold 2,WT cold 3,WT cold 4,fum2 Cntl 1,fum2 Cntl 2,fum2 Cntl 3,fum2 Cntl 4,fum2 Cold 1,fum2 Cold 2,fum2 Cold 3,fum2 Cold 4,AVG WT Cont.,SE WT cont,AVG WT Cold,SE WT cold,AVG fum2 Cntl,SE fum2 cont,AVG fum2 Cold,SE fum2 cold,Pval WT ,F.C. WT,Pval fum2,F.C. fum2,Pval WT*fum2 Cold,F.C. WT Cold*fum2 Cold,Pval WT*fum2 Cntl,FC WT/fum2 Cntl,Pval fum2 Cold/ WT Cont. ,FC fum2 Cold/ WT Cont. ,Sig. change in WT or fum2?
AT3G51980,AT3G51980.1,8,3,96.06,0.482222977,1.493168157,fum2 control,WT cold,ARM repeat superfamily protein | chr3:19285811-19287502 REVERSE LENGTH=382,37740.08939,47618.52402,41862.94471,44408.52119,41509.92416,37381.62587,51966.44157,53823.41795,33803.4568,22663.95401,19014.78051,27617.71664,13260.48208,40714.39425,47790.67823,51087.2111,42907.51983,2086.465114,46170.35239,3990.878846,25774.97699,3204.565727,38213.19141,8594.389426,0.496010526,1.076043374,0.223893234,1.482569371,0.433235706,1.208230736,0.004190926,1.664696727,0.614627211,0.890594273,FALSE
AT3G59020,AT3G59020.1,11,3,146.04,0.583430245,1.243297952,WT control,fum2 cold,ARM repeat superfamily protein | chr3:21810973-21817418 REVERSE LENGTH=1029,10142.05018,7027.417113,10131.41805,12759.89379,12237.54917,11701.94542,14515.67692,11001.81661,5987.561538,4163.269152,6133.94476,5234.036962,1961.420114,6973.181585,10927.48357,6813.798822,10015.19478,1172.241022,12364.24703,760.4583612,5379.703103,450.860523,6668.971024,1835.063211,0.143732757,1.234548833,0.520515709,1.239654103,0.02853347,1.853996214,0.010198938,1.861663105,0.175274956,0.665885304,FALSE
AT3G62530,AT3G62530.1,9,6,424.96,0.067127729,1.70519392,WT cold,WT control,ARM repeat superfamily protein | chr3:23132219-23133121 FORWARD LENGTH=221,27875.57831,97405.53861,87885.19701,55286.27819,146774.7117,186571.6701,153337.513,164999.3119,45439.56777,47532.77006,41966.7732,48113.44979,75225.7727,66536.96757,73417.38286,58760.4618,67113.14803,15886.49498,162920.8017,8737.941315,45763.1402,1389.623645,68485.14623,3743.081294,0.00185773,2.42755416,0.001270708,1.496513262,6.01336E-05,2.378921717,0.229128522,1.466532841,0.935742633,1.020443061,TRUE
AT3G08943,AT3G08943.1;AT3G08947.1,18,7,392.54,1.62E-05,2.078731165,WT cold,WT control,ARM repeat superfamily protein | chr3:2719198-2721911 REVERSE LENGTH=871,51245.72342,49069.83631,59068.00798,51464.90418,157892.4954,165014.3774,132599.5088,177428.4727,30313.04132,33317.50255,40381.54473,32262.28308,74792.33578,65166.41714,62491.61939,58310.73995,52712.11797,2186.500414,158233.7136,9450.066415,34068.59292,2194.39476,65190.27807,3497.747905,3.57599E-05,3.001847007,0.000282787,1.913500749,9.10917E-05,2.427259375,0.000949175,1.547234959,0.02324514,1.236722799,TRUE
AT3G01780,AT3G01780.1,18,7,249.37,0.093953795,1.539917902,WT control,WT cold,ARM repeat superfamily protein | chr3:279171-283399 FORWARD LENGTH=1176,40637.76164,21246.91868,22308.93671,22048.16188,19041.60908,21371.00763,32974.68345,28975.67589,21218.22769,10668.51168,14054.20166,13098.34331,14309.8731,15289.06899,14859.50454,16417.62777,26560.44473,4697.875649,25590.74401,3249.072545,14759.82109,2267.675676,15219.0186,446.9682045,0.87077302,0.963490795,0.849078434,1.03111132,0.019504945,1.68149765,0.064357686,1.799509938,0.053055264,0.572995624,FALSE
AT4G27640,AT4G27640.1,11,3,80.27,0.017073351,13.47457588,fum2 cold,WT cold,ARM repeat superfamily protein | chr4:13798013-13802976 REVERSE LENGTH=1048,101968.2715,2335.679292,3201.046177,3228.370973,10383.58926,7104.802235,8106.559973,5815.923505,2960.386807,28302.56371,62099.94596,50598.28897,65876.0202,58244.23666,55690.5602,56586.24982,27683.34199,24762.5106,7852.718743,965.1275774,35990.29636,13054.95886,59099.26672,2320.021519,0.45408962,0.283662238,0.131994139,1.642088916,9.03427E-07,0.13287337,0.776661967,0.769189053,0.253397691,2.134831364,FALSE
AT5G53480,AT5G53480.1,12,7,409.88,0.466266656,1.172490128,WT control,WT cold,ARM repeat superfamily protein | chr5:21714016-21716709 FORWARD LENGTH=870,45505.8535,31577.63686,36748.45567,36409.59792,42648.88938,42407.39456,52269.94338,50262.37081,17306.93045,20835.44004,21631.0112,17417.6445,25644.66905,23759.1236,29407.94161,28101.79609,37560.38599,2899.817308,46897.14953,2555.993642,19297.75655,1129.408313,26728.38259,1260.19956,0.052187904,1.248580074,0.004612956,1.385051289,0.000398955,1.754582395,0.001083153,1.946360236,0.014041875,0.711610967,TRUE
AT5G19820,AT5G19820.1,27,11,618.65,0.000402334,2.130809594,WT cold,fum2 control,ARM repeat superfamily protein | chr5:6695731-6701247 REVERSE LENGTH=1116,72922.67233,73291.49089,90175.74177,83642.95531,228533.3562,189152.3067,282893.3002,184317.1617,21775.74386,38788.91069,57629.06484,41626.43557,100342.8828,91302.70843,127387.6098,100904.2898,80008.21507,4202.273546,221224.0312,22816.72905,39955.03874,7342.861514,104984.3727,7785.046974,0.000894426,2.765016454,0.000902336,2.627562781,0.002935395,2.107209154,0.003210418,2.002456201,0.030227411,1.312169914,TRUE
AT1G49670,AT1G49670.1,12,4,217.59,0.42467694,1.18644677,WT cold,fum2 cold,ARP protein (REF) | chr1:18381591-18386021 REVERSE LENGTH=629,14254.03729,11784.68041,20198.43582,16773.0078,21278.66348,25089.02429,26041.6295,23893.65852,9612.898168,6867.837976,9062.747955,7670.389735,13087.46747,11455.84961,10583.49244,9825.836859,15752.54033,1798.072215,24075.74395,1030.70596,8303.468458,629.3472194,11238.16159,700.6290707,0.006990978,1.528372151,0.020687498,1.353429793,4.89061E-05,2.142320498,0.007890478,1.897103651,0.057894887,0.713419002,TRUE
AT1G07890,AT1G07890.1;AT1G07890.6,19,11,941.05,0.04284001,1.421788634,fum2 control,WT control,ascorbate peroxidase 1 | chr1:2438005-2439435 FORWARD LENGTH=250,694039.5435,589235.0628,591882.862,562031.8239,930007.8567,938556.2802,925417.034,907506.2573,546667.4446,513799.9619,416050.1985,409740.2653,556200.5321,492257.9948,489150.1785,490539.6892,609297.323,29041.67851,925371.8571,6547.920798,471564.4676,34554.73941,507037.0986,16400.13092,4.11282E-05,1.51875254,0.389496118,1.075223291,3.71388E-07,1.825057495,0.022472522,1.292076407,0.022053297,0.832166956,TRUE
AT4G35000,AT4G35000.1,12,6,325.53,0.140855052,1.304733731,fum2 control,WT control,ascorbate peroxidase 3 | chr4:16665007-16667541 REVERSE LENGTH=287,46123.12863,71615.72896,73293.3275,59863.24021,111093.7166,109392.6536,122176.8554,105294.6327,58912.76817,36479.43652,39470.4508,43281.24529,58383.29092,59015.58435,62436.10107,54964.51148,62723.85633,6288.523969,111989.4646,3607.278494,44535.97519,4990.272839,58699.87195,1530.583324,0.000497146,1.785436533,0.034941585,1.318032707,9.81291E-06,1.907831497,0.064056795,1.408386278,0.556981819,0.93584603,TRUE
AT4G09010,AT4G09010.1,14,11,1071.1,0.226465558,1.572780124,WT control,fum2 cold,ascorbate peroxidase 4 | chr4:5777502-5779338 REVERSE LENGTH=349,809225.591,399892.6208,341575.7626,537696.3808,567323.9793,617552.8834,549583.8633,574445.6439,187491.7083,276452.8983,264436.3001,274926.1392,284737.44,266707.9665,268153.5117,273489.053,522097.5888,104166.5317,577226.5925,14422.56807,250826.7615,21279.9346,273271.9928,4090.526508,0.618907036,1.105591378,0.34022676,1.089484994,9.35378E-07,2.112278637,0.043402447,2.081506717,0.054255899,0.523411712,FALSE
AT5G65010,AT5G65010.1,16,4,506.24,0.002200563,1.928762652,WT cold,WT control,asparagine synthetase 2 | chr5:25969224-25972278 FORWARD LENGTH=578,44253.96831,49289.02613,50133.53813,43136.03927,153209.293,121263.9463,115127.2186,129515.777,41823.59872,30857.53283,33026.7757,23721.61193,42200.08232,47153.21898,43602.66255,57087.43415,46703.14296,1760.139388,129779.0587,8347.797876,32357.37979,3729.202541,47510.8495,3358.038197,6.73842E-05,2.778807817,0.023407965,1.468315723,9.63091E-05,2.731566791,0.013161057,1.443353673,0.838351311,1.017294479,TRUE
AT2G22250,AT2G22250.2,9,5,136.61,0.034268992,1.909720806,fum2 control,fum2 cold,aspartate aminotransferase | chr2:9458011-9460297 REVERSE LENGTH=475,36382.66893,46487.04779,40955.21533,36331.69125,49519.45972,54181.31863,63580.82229,46293.1168,53144.91612,27983.98208,28093.91204,20677.72203,28840.07201,25070.93064,23579.27976,23205.56685,40039.15583,2407.101747,53393.67936,3761.934601,32475.13307,7105.070803,25173.96231,1286.745538,0.024314561,1.333536591,0.350968504,0.775176572,0.000392774,2.120988293,0.352228066,1.232917375,0.001593,0.628733593,TRUE
AT2G30970,AT2G30970.1,18,9,548.65,0.972003498,1.040257411,fum2 control,WT control,aspartate aminotransferase 1 | chr2:13179012-13181686 FORWARD LENGTH=430,97301.24447,75341.41923,61998.0395,66960.09519,107463.4583,115858.7189,119248.629,113781.4532,47738.00404,46737.22794,38260.30054,39117.86768,65483.1055,63252.41146,60519.81249,62638.79797,75400.1996,7802.309911,114088.0649,2479.012916,42963.35005,2482.369238,62973.53186,1020.968463,0.003238825,1.513100303,0.000300324,1.465750035,1.34639E-06,1.811682805,0.007437581,1.754988834,0.165363153,0.835190519,TRUE
AT5G19550,AT5G19550.1,15,7,579.21,0.314117951,1.247164526,WT cold,WT control,aspartate aminotransferase 2 | chr5:6598201-6601597 FORWARD LENGTH=405,58406.40731,56764.0976,52224.98455,70499.89454,112209.0863,102729.454,103586.0152,113067.3416,34258.59781,45825.00844,33617.753,44480.72996,56772.68803,51657.62232,54881.59079,45461.42003,59473.846,3900.874907,107897.9742,2747.948296,39545.5223,3251.64369,52193.33029,2479.967417,5.3249E-05,1.814208791,0.021311324,1.319829079,5.42546E-06,2.067275141,0.007764865,1.503933759,0.166316905,0.877584582,TRUE
AT5G11520,AT5G11520.1,17,6,393.13,0.071006883,1.347174498,fum2 control,WT cold,aspartate aminotransferase 3 | chr5:3685257-3687721 REVERSE LENGTH=449,95352.95764,103097.9703,96574.49711,69968.77177,124124.1704,146475.1678,133516.9784,121624.2073,68934.62886,71032.8542,59246.55254,66159.14651,82995.27561,78973.93729,70849.94106,71136.417,91248.5492,7294.116331,131435.131,5629.099736,66343.29552,2567.499446,75988.89274,2999.378228,0.004761972,1.440407898,0.050264102,1.145389178,0.000127975,1.729662405,0.018120548,1.375399707,0.101161119,0.832768229,TRUE
AT4G31990,AT4G31990.1,28,17,1077.2,0.057239139,1.306765213,WT cold,WT control,aspartate aminotransferase 5 | chr4:15471074-15473521 REVERSE LENGTH=453,383161.8011,425591.87,380808.8691,362259.88,725428.4554,766248.6175,748138.2828,703331.3696,189580.4866,264545.8011,224475.996,224665.6451,394611.0905,394331.0782,361834.903,356688.1534,387955.6051,13387.85245,735786.6813,13666.05198,225816.9822,15319.18418,376866.3063,10218.43335,1.78242E-06,1.896574432,0.000177038,1.668901526,7.52365E-07,1.952381174,0.000207818,1.718008988,0.534693745,0.971416062,TRUE
AT5G13280,AT5G13280.1,8,4,72.16,0.002005332,1.676665407,fum2 control,fum2 cold,aspartate kinase 1 | chr5:4249516-4252654 FORWARD LENGTH=569,46242.03494,39697.66785,30254.58063,40191.69568,42736.06566,55334.63111,44361.91486,47264.04323,29192.47481,23668.13226,29545.56286,28949.45039,25129.59109,25722.72885,22651.12291,23343.21806,39096.49477,3301.502993,47424.16371,2798.165535,27838.90508,1395.632729,24211.66523,725.4535344,0.102661229,1.213002956,0.060595358,0.869706088,0.000199264,1.958732011,0.02004895,1.40438335,0.004551407,0.619279692,FALSE
AT5G14060,AT5G14060.1,8,3,155.67,0.163555845,1.855143138,WT control,fum2 control,Aspartate kinase family protein | chr5:4536143-4538993 FORWARD LENGTH=544,13989.25728,9031.840202,14072.27224,10479.42287,16790.12689,12315.3925,19261.4234,11945.97288,462.9190378,1700.084685,8439.020941,4695.025572,9524.303065,5954.186399,6829.390998,6228.387319,11893.19815,1269.11904,15078.22892,1776.560433,3824.262559,1776.348902,7134.066946,817.4365331,0.194898678,1.267802716,0.141469223,1.865475196,0.006633511,2.113553045,0.010135953,3.109932429,0.019749569,0.599844286,FALSE
AT1G31230,AT1G31230.1,31,12,565.88,0.092908598,1.282791657,WT cold,WT control,aspartate kinase-homoserine dehydrogenase i | chr1:11158744-11163055 REVERSE LENGTH=911,55856.94818,56856.26891,56318.76405,46177.1536,95407.58538,104928.7962,100866.9688,99397.77951,34125.8821,29255.68668,61871.68914,29884.50591,50237.67784,48704.55835,54596.88621,49671.36582,53802.28369,2549.897941,100150.2825,1966.538179,38784.44096,7771.364109,50802.62205,1303.751461,7.04368E-06,1.8614504,0.178063981,1.309871196,7.78115E-07,1.971360501,0.115996023,1.387213077,0.335256039,0.944246574,TRUE
AT4G19710,AT4G19710.2;AT4G19710.1,22,5,512.75,0.03846486,1.923661551,WT cold,fum2 control,aspartate kinase-homoserine dehydrogenase ii | chr4:10725229-10729536 FORWARD LENGTH=916,18066.00276,28096.14546,29028.85807,25795.9962,48582.35082,76008.26835,44975.8241,50357.19281,4643.39246,13706.86722,13129.26269,11870.72592,19617.7704,20965.7669,25407.0579,22152.57491,25246.75063,2488.108355,54980.90902,7097.956649,10837.56207,2099.999374,22035.79253,1237.297261,0.007509461,2.177741993,0.003714044,2.033279476,0.003800283,2.495072912,0.004444056,2.329559956,0.291806241,0.872816976,TRUE
AT1G11910,AT1G11910.1,12,9,441.86,0.149681747,1.397607634,WT cold,fum2 control,aspartic proteinase A1 | chr1:4017119-4019874 REVERSE LENGTH=506,194824.6979,132309.9906,109300.0188,158917.2362,292582.9668,278774.7085,320553.6409,237744.0871,79853.09611,77536.93618,64365.92015,81094.18201,134475.6624,119108.6057,112513.1274,104854.4897,148837.9859,18377.50991,282413.8508,17240.17994,75712.53362,3853.358698,117737.9713,6293.594842,0.001828111,1.89745816,0.001266122,1.555065796,0.00010709,2.398664149,0.008035904,1.96583021,0.160494192,0.791047867,TRUE
AT1G48610,AT1G48610.1,7,5,143.3,0.074582719,2.07754584,fum2 control,WT cold,AT hook motif-containing protein | chr1:17971027-17972798 REVERSE LENGTH=212,85651.50435,24914.0736,35948.91556,33082.00786,29465.52754,34897.47317,31189.52189,35258.61367,31220.10816,21055.70807,35923.3508,16434.89307,29744.73083,12573.86196,19086.1951,27891.76716,44899.12534,13783.7743,32702.78407,1417.706995,26158.51502,4486.639476,22324.13876,3995.996429,0.412619331,0.728361273,0.546916727,0.853417663,0.049941448,1.464906862,0.243611687,1.716424854,0.166775394,0.49720654,FALSE
AT3G24430,AT3G24430.1,12,8,401.35,0.015882733,1.700450605,fum2 cold,WT control,ATP binding | chr3:8868731-8872154 REVERSE LENGTH=532,26663.22756,78947.28868,68143.36988,37589.72712,120206.7978,119145.8016,138308.7548,128260.1246,44010.90529,39573.72559,36968.75071,42157.41494,72166.74377,72292.27163,73168.24615,67826.92731,52835.90331,12361.15496,126480.3697,4436.889059,40677.69913,1535.004836,71363.54722,1199.73165,0.001371435,2.393833772,4.15205E-06,1.754365383,2.03885E-05,1.772338605,0.36671873,1.298891148,0.186337903,1.3506639,TRUE
AT4G04770,AT4G04770.1,14,7,440.59,4.02E-05,1.691517405,WT cold,WT control,ATP binding cassette protein 1 | chr4:2427998-2429785 REVERSE LENGTH=557,39607.09362,51186.7229,58070.54882,35899.28422,113379.9666,115492.4152,112030.785,108535.3577,33306.90581,25915.01957,30881.64894,32441.8818,57234.89696,58699.46244,68449.36684,57974.79963,46190.91239,5126.306048,112359.6311,1460.269015,30636.36403,1651.841043,60589.63147,2636.913729,1.6684E-05,2.432505125,7.19351E-05,1.977703079,2.4943E-06,1.854436616,0.027764929,1.507715222,0.046672086,1.311721902,TRUE
AT2G36910,AT2G36910.1,20,3,108.37,0.346195759,1.203064276,fum2 control,WT cold,ATP binding cassette subfamily B1 | chr2:15502162-15507050 FORWARD LENGTH=1286,642298.6466,739584.5203,592521.8583,598859.3727,702560.8464,854646.1187,853257.8988,728123.9488,260145.5684,398778.8341,381441.6895,382401.3474,382824.0082,465365.2911,502125.0654,529943.9654,643316.0995,33942.47531,784647.2032,40352.94702,355691.8599,32096.25056,470064.5825,31945.80854,0.036522559,1.219691539,0.044943624,1.321550014,0.000874939,1.669232766,0.000841891,1.80863318,0.009888181,0.73068991,TRUE
AT1G18370,AT1G18370.1,19,6,116.07,0.224750396,2.637951527,fum2 control,fum2 cold,ATP binding microtubule motor family protein | chr1:6319732-6323820 REVERSE LENGTH=974,57183.78423,47657.33264,37530.43036,52526.29358,73199.27784,70122.44912,72141.77609,76602.4712,136638.0478,34112.86522,25500.03858,28059.00962,34047.94724,28982.9626,31739.09151,32997.72952,48724.4602,4207.722714,73016.49356,1355.029816,56077.4903,26914.15983,31941.93272,1093.414101,0.001521546,1.498559312,0.404753911,0.569603464,3.80786E-07,2.285913448,0.796262227,0.868877333,0.008359403,0.655562577,TRUE
AT1G18550,AT1G18550.1,14,6,82.73,0.487899756,1.355675264,WT control,WT cold,ATP binding microtubule motor family protein | chr1:6381656-6384340 REVERSE LENGTH=725,29468.03633,19024.89261,16369.08277,25620.00511,17809.41664,13623.92424,21150.86173,45749.13271,13113.84338,7937.372587,9688.562511,9171.736335,15671.90632,12292.55728,14966.45571,15033.91,22620.5042,2998.532899,24583.33383,7221.308283,9977.878702,1107.98274,14491.20733,749.9166267,0.810166915,1.086772143,0.014979025,1.452333483,0.213884164,1.696431034,0.00749532,2.267065463,0.039055088,0.640622649,TRUE
AT3G51150,AT3G51150.1,21,5,162.38,0.049091925,2.907251395,fum2 cold,WT cold,ATP binding microtubule motor family protein | chr3:19002006-19006509 FORWARD LENGTH=1052,34819.93744,130240.477,65053.12921,18858.62695,18126.44392,28628.72728,18337.08972,190304.8337,99044.79543,71383.44605,22834.86461,78443.39806,69896.74919,96177.26395,123878.5875,127476.0839,62243.04265,24606.54028,63849.27367,42223.05019,67926.62604,16135.26034,104357.1711,13447.43279,0.974846355,1.025805792,0.133534012,1.536322017,0.395893891,0.611834079,0.853210056,0.916327606,0.183814212,1.676607805,FALSE
AT1G09620,AT1G09620.1,37,16,771.78,0.00086057,1.403030691,WT cold,WT control,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases | chr1:3113077-3116455 REVERSE LENGTH=1091,98815.92695,118688.351,122765.374,98903.26543,221138.8476,218863.5978,227338.5554,223156.3343,70837.94282,69461.69401,71399.07885,66058.52571,115519.2144,103312.6866,114732.31,105181.6017,109793.2294,6367.182848,222624.3338,1799.460885,69439.31035,1198.160783,109686.4531,3167.548504,2.60161E-06,2.027669056,2.14788E-05,1.579601707,7.48037E-08,2.029642927,0.000792078,1.581139398,0.988507465,0.999027479,TRUE
AT5G16715,AT5G16715.1,20,7,276.97,0.922631065,1.062012319,WT cold,WT control,ATP binding;valine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases | chr5:5485353-5493229 FORWARD LENGTH=974,22101.22162,24528.77272,20562.04188,20758.47713,34647.06804,30710.14415,34997.21935,35350.58719,13442.53976,9962.160766,14502.8505,12063.07666,23019.58231,18026.5232,17114.05354,15263.21533,21987.62834,913.4836085,33926.25468,1081.612502,12492.65692,980.2680598,18355.8436,1657.440366,0.000151723,1.542970172,0.02266208,1.469330641,0.000223233,1.848253637,0.000396234,1.760044199,0.103403736,0.83482599,TRUE
AT2G20420,AT2G20420.1,34,18,1091.67,0.050079226,1.386713058,fum2 control,fum2 cold,ATP citrate lyase (ACL) family protein | chr2:8805574-8807858 FORWARD LENGTH=421,412820.5896,348956.3844,352634.0878,379102.5485,537675.4777,557144.8208,519091.9021,516945.7669,289231.2159,265759.2597,237259.1912,240110.1897,316089.5716,235380.1444,292256.8257,262128.1374,373378.4026,14762.60346,532714.4919,9379.410044,258089.9642,12199.00627,276463.6698,17590.24213,9.8298E-05,1.42674158,0.423667517,1.071191089,1.36233E-05,1.926887871,0.000947786,1.446698649,0.005559623,0.7404383,TRUE
AT5G49460,AT5G49460.1,18,3,616.92,0.002034415,2.49679817,WT cold,fum2 control,ATP citrate lyase subunit B 2 | chr5:20055048-20058195 FORWARD LENGTH=608,3805.426355,9456.730193,11465.22517,7934.915851,29401.00475,30597.99413,24069.61317,22148.58214,2201.739792,4980.365382,4958.615228,4024.211518,11429.04613,10773.71703,11818.90754,10191.85412,8165.574393,1623.239375,26554.29855,2042.04164,4041.23298,652.4048318,11053.3812,359.1187905,0.000407668,3.251981706,8.15491E-05,2.735150698,0.00029569,2.402368837,0.056474955,2.020565118,0.133054268,1.353656298,TRUE
AT1G58080,AT1G58080.1,7,3,101.96,0.266898036,1.607138964,fum2 cold,fum2 control,ATP phosphoribosyl transferase 1 | chr1:21504562-21507429 REVERSE LENGTH=411,4410.46269,15840.50017,14478.28182,8726.22479,20608.51347,15571.82427,31791.29867,14314.0653,2600.686324,5512.943596,7947.298406,5183.358387,16661.92051,9488.013156,13576.96068,9580.054514,10863.86737,2646.488453,20571.42543,3979.50477,5311.071678,1093.65378,12326.73722,1731.076088,0.088513206,1.893563749,0.014035239,2.320951018,0.106195634,1.668845946,0.100564138,2.045513227,0.659960656,1.134654612,TRUE
